,Unnamed: 0,place_name,description,province,etymology
633,633,Markham,"Markham: township in York county, Ontario, organized
    in 1792. It was named in honour of the Most Reverend
    William Markham, D.D., 1720-1806. He became Bishop
    of Chester in 1771, and Archbishop of York in 1777.
    Henceforth he was active and influential in both church
    and state. [181] The town of Markham in this township was also
    named after the archbishop.",Ontario,English
634,634,Marlborough,"Marlborough: township in Carleton county, Ontario,
    formed in 1798. It was named in honour of John Churchill, Duke of
    Marlborough, 1650-1722, the greatest general England
    had before Wellington. For his services in the War of the
    Spanish Succession, Queen Anne showered honours upon
    him. Later he was accused of having misused public
    money and removed from his command. However, at
    his death he was buried with great pomp in Westminster
    Abbey. The title was taken from the town of Marlborough
    in Wiltshire, England. It is situated at the foot
    of a hill of marl, hence the name.",Ontario,English
635,635,Marmora,"Marmora: town and township in Hastings county,
    Ontario, surveyed in 1820. Singular marmor, plural marmora, is the Latin word
    for marble. There are marble quarries in this township,
    hence the name.",Ontario,Other European
636,636,Marquette,"Marquette: county in Manitoba. It commemorates Père Jacques Marquette (1637-’75),
    a distinguished French missionary of the Jesuit order to
    the Indians of Canada. He founded missions at Sault Ste.
    Marie and Mackinaw. In 1673, Talon, Intendant of New France, commissioned
    Marquette and Joliet, a geographer of Quebec
    city, to seek the great river flowing south of which the
    Indians had told him. They went by way of Lake
    Michigan, Green Bay, Fox River, Wisconsin River, until
    they beheld the Mississippi, as Marquette wrote, “with a
    joy I cannot express”. They descended the great river to
    the mouth of the Arkansas, where they turned back on
    account of the hostility of the Indians and Spaniards[182] beyond this point. It remained to the heroic La Salle to
    explore “the Father of Waters” to its mouth, 1682.",Manitoba,French
637,637,Maryborough,"Maryborough: township in Wellington county,
    Ontario, erected in 1840. It was named in honour of William Wellesley-Pole,
    first Baron Maryborough, of Maryborough, Queen’s
    county, Ireland, 1763-1845. He was a brother of the Duke
    of Wellington. Maryborough was Postmaster-General
    for a time in William IV.’s reign.",Ontario,Irish
638,638,Marysburg,"Marysburg: township in Prince Edward county,
    Ontario, formed in 1786. It was named after Princess Mary, daughter of King
    George III. She is said to have been one of the good
    Maries of history.",Ontario,English
639,639,Maskinonge,"Maskinonge: county in Quebec. The word is Algonquin Indian, derived from mac or mask, meaning “large”, and kinonge meaning “pike”.
    The maskinonge is the largest fish found in fresh water.",Quebec,Indigenous
640,640,Master,"Master: township in Nipissing district, Ontario,
    erected in 1892. It was named in honour of Isaac Master, M.P.P. for
    South Waterloo at that time.",Ontario,English
641,641,Matane,"Matane: canton, erected in 1834, lakes and river in
    the county of Matane, Quebec. The word is said to be a corruption of Micmac Indian mtctan meaning “beaver ponds”.",Quebec,Indigenous
642,642,Matapedia,"Matapedia: town, lake, and river, eastern Quebec. The word is Micmac, meaning “a volume of water
    which descends into a great sea”. Rand derives it from
    Micmac madabegeak, meaning “roughly flowing waters”.",Quebec,Indigenous
643,643,Matchedash,"Matchedash: bay, an arm of Georgian bay, Ontario. The word is Indian and signifies, “a bad and swampy
    place”. Reeds grew here in abundance. [183]",Ontario,Indigenous
644,644,Matheson,"Matheson: town on the Temiscaming and Northern
    Ontario Railway. It was named after Lieut.-Col. the Hon. Arthur James
    Matheson of Perth, Ontario. He represented South
    Lanark in the Legislative Assembly for many years. In
    1905 Mr. Matheson became Provincial Treasurer in the
    Whitney administration. He was a lawyer by profession.",Ontario,Scottish
645,645,Matilda,"Matilda: township in Dundas county, Ontario, organized
    in 1787. It was named in honour of the Princess Royal,
    Charlotte Augusta Matilda, 1766-1828, daughter of King
    George III. She married Frederick, King of Wurtemburg,
    in 1797. It was with great regret that the Princess
    quitted her English home.",Ontario,English
646,646,Mattagami,"Mattagami: river and lake in Sudbury and Timiskaming
    districts, Ontario, and also a lake in Abitibi territory,
    Quebec. It is an Indian word signifying “where the waters
    meet”, according to the Geographic Board of Canada.
    R. P. Lemoine derives the term from Montagnais Indian mitta gumaii, meaning “a lake where one may find wood
    for fuel”.",Ontario,Indigenous
647,647,Mattawa,"Mattawa: tributary of the Ottawa river, and also a
    town in Nipissing district, Ontario. It is an Algonquin Indian word meaning “where a
    river falls into another body of water”; “a confluence”.
    This word is also written Matawa, Mattawan and Mattawin.
    It is a place-name in both Champlain and St.
    Maurice, Quebec.",Ontario,Indigenous
648,648,Mattawatchan,"Mattawatchan: township in Renfrew county, Ontario,
    surveyed in 1859.",Ontario,Indigenous
649,649,Madawaska,"The meaning of this Indian term is disputed. Some
    think it might be another form of the word Madawaska,[184] the name of a larger river flowing through the township.
    Mr. William White thinks it may be derived from Mattawa
    or Mattawan. Dr. Jones states Mattawan means
    “greasy” and that Mattawatchan refers to something
    greasy, but he does not offer any explanation of the
    connection.",Unknown,Indigenous
650,650,Maxville,"Maxville: enterprising village on C.N.R. in the north-western
    part of Glengarry county, Ontario. Its growth
    dates from 1880. The district was settled by immigrants from Scotland.
    Among them were so many “Macs” that the place was
    named Macsville, corrupted into Maxville.",Ontario,Scottish
651,651,Mayo,"Mayo: township, Hastings county, Ontario, organized
    in 1857. It took its name from the county of Mayo, Free State,
    Ireland. The Right Hon. Richard Bourke, sixth Earl of
    Mayo, 1822-’72, was Secretary of State for Ireland for a
    long period, and the efficient Governor-General of India
    from 1868 to 1872.",Ontario,Irish
652,652,McClintock,"McClintock: township in Muskoka district, Ontario,
    surveyed in 1876. It was named in honour of Sir Francis Leopold
    McClintock, 1819-1907, the gallant Arctic navigator.
    In 1857 he discovered the fate of Sir John Franklin, his
    two ships, the Erebus and Terror and their crews.
    Lady Franklin had fitted out the yatch Fox for this
    expedition and McClintock in 1860 told the stirring story
    in The Voyage of the Fox in the Arctic Seas. He received
    many promotions for his naval services, reaching the
    highest rank, full admiral, in 1884.",Ontario,Irish
653,653,McClure,"McClure: strait between Banks Island and Melville
    Island, Franklin territory, and also a township in
    Hastings county, Ontario, erected in 1857. [185] Both are named in honour of Sir Robert J. McClure,
    Arctic explorer, 1807-’73. Some authorities credit him
    with the discovery of the Northwest Passage (that is a
    water-way from the Atlantic to the mouth the Great Fish
    River), in 1850, but this honour really belongs to Sir
    John Franklin’s crew, who perished there in 1848.
    However, McClure discovered two straits on either side of
    Banks Island.",Ontario,Scottish
654,654,McConkey,"McConkey: township in Parry Sound district, Ontario,
    formed in 1878. It was named after Thomas David McConkey, M.P.,
    Canadian Assembly for North Simcoe from 1863 to 1867,
    and M.P., House of Commons, 1867-’72. He was also a
    successful merchant of Barrie. Mr. McConkey was appointed
    sheriff of Simcoe county in 1875.",Ontario,Irish
655,655,McCraney,"McCraney: township in Nipissing district, Ontario,
    formed in 1879. It was named in honour of Daniel McCraney, M.P.P.
    for East Kent from 1875 to 1885.",Ontario,Scottish
656,656,McDougall,"McDougall: township in Parry Sound district,
    Ontario, organized in 1866. It was named after Hon. William McDougall (1822-1905),
    one of the Fathers of Confederation. He gave
    many years of able parliamentary service both in the
    Canadian Assembly and the House of Commons. Mr.
    McDougall was Commissioner to London for the acquisition
    of the Northwest Territory in 1868.",Ontario,Scottish
657,657,McGillivray,"McGillivray: township, Middlesex county, Ontario,
    erected in 1830. It took its name from Simon McGillivray, a director
    of the Canada Land Company. Mr. McGillivray was
    very active for many years in trade affairs in Upper
    Canada at this period. [186]",Ontario,Scottish
658,658,McKay,"McKay: township in Renfrew county, Ontario, surveyed
    in 1835. It was named in honour of Hon. Thomas McKay, M.P.
    for Russell county in 1835 and member of the Legislative
    Council from 1841 to 1855, the year of his death.
    Rideau Hall, Ottawa, now the residence of Canada’s
    Governors-General, was built by Mr. McKay for a private
    residence. He voted for the secularization of the Clergy
    Reserve Lands.",Ontario,Scottish
659,659,McKellar,"McKellar: township in Parry Sound district, Ontario,
    surveyed in 1869. It was named after Hon. Archibald McKellar, 1816-’94,
    M.P. for Kent county of the Canadian Assembly, 1857-’67
    and M.P.P. for Bothwell, 1867-’75. Mr. McKellar was
    a farmer and became Minister of Agriculture in Sir
    Oliver Mowat’s government. In 1875 he was appointed
    Sheriff of Wentworth county, which position he retained
    until his death.",Ontario,Scottish
660,660,McKillop,"McKillop: township in Huron county, Ontario, erected
    in 1830. It took its name from James McKillop, M.P., a
    director of the Canada Land Company.",Ontario,Scottish
661,661,McLaughlin,"McLaughlin: township in Nipissing district, Ontario,
    organized in 1883. It was named in honour of Dr. James Wellington
    McLaughlin of Bowmanville, M.P.P. for West Durham
    at this time.",Ontario,Irish
662,662,McLean,"McLean: township in Muskoka district, Ontario,
    formed in 1862. It was named for Archibald McLean, 1791-1865. He
    was a lawyer by profession and appointed to the Bench in
    1837. In 1860 a fugitive slave had escaped from Missouri
    to Canada and in doing so had killed a man who tried to[187] prevent his escape. His extradition was demanded under
    the Ashburton Treaty. A Court of Appeal, consisting of
    Chief-Justice Robinson, Justice Burns, and Judge
    McLean, was appointed to report on the case. The court
    decided that Anderson should be given up, McLean
    dissenting. Later the former slave was set free by the
    Court of Common Pleas at Toronto on the ground of
    informality in his warrant of committal. No further
    action was taken against Anderson.",Ontario,Scottish
663,663,McMurrich,"McMurrich: township in Parry Sound district,
    Ontario, surveyed in 1870. It was named in honour of Hon. John McMurrich,
    1804-’83, a wholesale merchant of Toronto. He was
    elected a member of the Legislative Council for Saugeen
    (Bruce, Grey and North Simcoe) in 1862, and M.P.P.
    for North York in 1867.",Ontario,Scottish
664,664,McNab,"McNab: township in Renfrew county, Ontario, erected
    in 1825. It took its name from Archibald McNab, 1775-1860,
    the last of the Chiefs of the McNab clan. He came from
    Scotland to Canada with some of his clan in 1825 and
    settled on the banks of the Ottawa River. Chief McNab
    tried to form a colony there on the fashion of the feudal
    system but it was not satisfactory to the settlers. In
    1842 the Government of Canada took over the project and
    paid McNab $16,000 for his interests.",Ontario,Scottish
665,665,Meaford,"Meaford: town in Grey county, Ontario. It was part
    of the township of St. Vincent until 1874 when it was
    incorporated into a town. The town took its name from Meaford Hall, Staffordshire,
    England, the country seat of Admiral Sir John
    Jarvis, Earl St. Vincent, who was Nelson’s superior
    officer in the battle of Cape St. Vincent. All the streets[188] in the original plot of the town are named after British
    naval officers.",Ontario,English
666,666,Medicine Hat,"Medicine Hat: city in Alberta. The Indian name is Saamis, meaning the headdress of
    a medicine man. The site was selected in 1882 by
    W. Johnson of the Royal North West Mounted Police.
    The origin of the name is disputed. One explanation
    states that in a fight between the Cree and Blackfoot
    tribes in this district, the Cree medicine man lost his
    professional hat in the river and the battle was, therefore,
    lost by his people; another story connects the name with
    the rescue of a squaw by a brave from the South
    Saskatchewan River here and of his reward, a medicine
    hat from his admirers; another account states that the
    name was first applied to a hill east of the town, from its
    resemblance to an Indian medicine man’s hat.",Alberta,Indigenous
667,667,Medonte,"Medonte: township in Simcoe county, Ontario, surveyed
    in 1822. It is an Indian word but its meaning is uncertain.
    Dr. Jones translates it by “Evil Spirit”. The late John
    Reade, for many years a writer on the Montreal Gazette,
    thought Medonte might be a corruption of the Objibway
    word madonan, meaning “I carry on my back”, referring
    to an Indian portage between Orillia and Matchedash
    Bay.",Ontario,Indigenous
668,668,Medora,"Medora: township in Muskoka district, Ontario,
    formed in 1869. It took its name from Medora Cameron, wife of Mr.
    A. Cameron of Toronto, and niece of Hon. Stephen
    Richards, Commissioner of Crown Lands for Ontario,
    1867-’71. Byron has embalmed “Medora” in his tale,
    “The Corsair”. [189]",Ontario,English
669,669,Megantic,"Megantic: county in Quebec, and also a lake and
    village in Frontenac county, Quebec province. Some writers derive Megantic from an Abenaki
    Indian word meaning “the place where they catch fish”,
    and others from the Cree word miatick, meaning “great
    forest”.",Quebec,Indigenous
670,670,Melancthon,"Melancthon: township in Dufferin county, Ontario,
    organized in 1821. It was named in memory of Philip Melanchthon,
    1497-1560, the brilliant scholar of the Lutheran Reformation.
    The Elector of Saxony appointed him Professor
    of Greek at the University of Wittenberg in 1518. He
    published the first treatise on Protestant theology, and
    many commentaries on the Bible and the classics. The
    spirit of his works is altogether ironic. Originally his
    name was Schwarzerd, German, meaning “black earth”
    and this he changed to Melanchthon, its Greek equivalent, melan “black”, and chthon “earth”. See Luther.",Ontario,Other European
671,671,Memphremagog,"Memphremagog: lake in Stanstead county, Quebec. It is derived from the Abenaki term mamhrobagak meaning “great extent of water”. Magog, a small lake in
    Stanstead, is a diminutive of Memphremagog.",Quebec,Indigenous
672,672,Merritt,"Merritt: city in British Columbia. The site was surveyed in 1906, and named in honour
    of William Hamilton Merritt, promoter of the railway
    running through the Nicola valley.",British Columbia,English
673,673,Merritton,"Merritton: town in Welland county, Ontario, situated
    on the old Welland canal. Before it was incorporated as
    a village in 1879 it consisted of four sections: Slabtown,
    Cinderville, Westport and Welland-Valley. The place was
    incorporated as a town on July 1, 1918. Merrittown was named after William Hamilton Merritt
    (1824-1906), founder of St. Catherines and promoter of[190] the Welland Canal. At one time Mr. Merritt represented
    Haldimand and Lincoln
    in parliament before and after the
    Union of 1841, and was
    President of the Imperial Bank of Canada for some years.
    The Merritt family were U.E. Loyalists and among the
    first settlers of Lincoln county. They were distinguished
    for enterprise, public spirit and unswerving allegiance to
    British Institutions.",Ontario,English
674,674,Mersea,"Mersea: township in Essex county, Ontario, erected
    in 1792. It took its name from the island of Mersea in Blackwater
    Bay, Essex, England. The island is noted for its
    picturesque scenery.",Ontario,English
675,675,Metcalfe,"Metcalfe: township in Middlesex county, Ontario,
    instituted in 1847. It was named in honour of Sir Charles Metcalfe, 1785-1846,
    Governor-General of Canada, 1843-’45. His nobility
    of character and capacity in statesmanship won for him
    deep appreciation both in India and Canada. On account
    of great suffering from a cancer in the face, Metcalfe was
    compelled to resign his office and return to England. For
    his services he was raised to the peerage as Baron
    Metcalfe in 1844.",Ontario,English
676,676,Methuen,"Methuen: township, Peterborough county, Ontario,
    surveyed in 1823. It took its name from the Duke of Richmond, Lord
    Methuen. The village of Methuen is near the town of
    Perth, Scotland. The castle of the Methuen family
    adjoins the village.",Ontario,Scottish
677,677,Michipicoten,"Michipicoten: island in Lake Superior and a harbour,
    river and village in Algoma district, Ontario. Michipicoten is an Algonquin Indian word meaning
    “the great bluff”. Iron, copper and gold are extracted
    from the rocks of this district. [191]",Ontario,Indigenous
678,678,Middlesex,"Middlesex: county, Ontario, organized in 1796. At
    that date it included Elgin county within its boundaries. It took its name from Middlesex county (that is, the
    country of the Middle Saxons), England.",Ontario,English
679,679,Middleton,"Middleton: township in Oxford county, Ontario, surveyed
    in 1792. The origin of its name is uncertain. There are many
    villages in England by the name of Middleton. It was
    probably named after Sir William Middleton, M.P. for
    Northumberland or Lord Viscount Middleton of Whitchurch,
    both of whom voted against the Canada Bill or
    Constitutional Act of 1791.",Ontario,English
680,680,Mildmay,"Mildmay: village in Bruce county, Ontario, incorporated
    in 1918. This place was originally called Mernersville after
    Senator Samuel Merners who built a hotel here in the
    early days. About 1865 the name was change to Mildmay
    after Mildmay Park in Scotland by William Murray who
    built a grist mill in the village to serve the settlement.",Ontario,Scottish
681,681,Miller,"Miller: township in Frontenac county, Ontario,
    formed in 1860. It was named in honour of Hugh Miller, 1802-’56, a
    famous geologist of Scotland. His more important contributions
    are entitled Footprints of the Creator, and Testimony of the Rocks.",Ontario,Scottish
682,682,Mills,"Mills: township in Parry Sound district, erected in
    1877, and also a township in Manitoulin Island, Ontario,
    erected in 1878. Both were named in honour of the Hon. David Mills,
    a member of the legal profession, and an authority on
    history and constitutional law. He represented Bothwell
    (now included in Kent and Lambton), Ontario, in the[192] House of Commons, 1867-’96, when he was appointed to
    the Senate. Mr. Mills was Minister of the Interior in
    Hon. Alexander Mackenzie’s government, and succeeded
    Sir Oliver Mowat as Minister of Justice in Sir Wilfrid
    Laurier’s government in 1897.",Ontario,English
683,683,Milton,"Milton: county-town of Halton county, Ontario. It is generally held to have been named in honour of
    John Milton (1608-’74,) England’s great Puritan poet,
    author of “Paradise Lost”, “Paradise Regained”,
    “Comus”, etc. Previous to 1837-’38 the place was known as Milltown,
    after Martin Mills, an early settler. It has been suggested
    that the early name was merged into Milton. It
    may be that the humbler name suggested the more
    exalted.",Ontario,English
684,684,Milverton,"Milverton: enterprising village in Perth county,
    Ontario. It was founded in 1847 when Andrew West built the
    first shanty there. The place was known as West’s
    Corners until 1871 when it was thought this name
    smacked too much of cross-roads. A public meeting was
    called. The Rev. Peter Musgrave, Presbyterian minister,
    suggested the name be changed to Milverton after his
    native village in Somerset county, England. The suggestion
    was accepted. The village was incorporated in 1880. The site of the village was purchased by Mr. West
    from Mr. Joseph Hamilton, when but a few trees had been
    cut, for a pair of long boots. Information received from Malcolm Macbeth, Esq.,
    postmaster of the village and editor of the Milverton Sun.",Ontario,English
685,685,Mimico,"Mimico: town in York county, Ontario. The word is Mississauga Indian, meaning, “the place
    of the wild pigeon”. Dr. Scadding held the proper[193] spelling of the term was Mimica. The fields near Mimico
    creek used to be favourite feeding grounds for these birds
    which “when they rose obscured the sun” some fifty years
    ago. They, the American passenger pigeons, are now
    thought to be extinct.",Ontario,Indigenous
686,686,Minaki,"Minaki (pronounced Mee-Naw-Kee): summer resort
    of great natural beauty, delightfully situated on the
    Winnipeg River in Ontario. The name is Indian and means “beautiful country”.",Ontario,Indigenous
687,687,Minden,"Minden: township in Haliburton district (provisional
    county), Ontario, formed in 1858, and also the county-town
    of this county. It took its name from the town of Minden in Westphalia,
    Prussia. The British and Hanoverians won an
    important battle there over the French on August 1, 1759.
    “I have seen”, said the French commander, Contades,
    “what I never thought to be possible—a single rank of
    infantry break through three lines of cavalry ranked in
    order of battle, and tumble them to ruin!”",Ontario,Other European
688,688,Miniota,"Miniota: post village and municipality in Marquette
    county, Manitoba. The name is Sioux Indian, meaning “much water”.
    This locality is well-watered by the Assiniboine River
    and Minnewasca creek. The name was given by
    W. A. Doyle, rancher, first settler, (1879) and first
    warden of this county, (1882).",Manitoba,Indigenous
689,689,Minto,"Minto: township in Wellington county, Ontario,
    erected in 1840. It was named in honour of Sir Gilbert Eliot, Earl of
    Minto and Viscount Melgund, 1751-1814. He had a
    distinguished political career, culminating in the position
    of Governor-General of Bengal, 1807-’13. The family[194] residence is named Minto House, Roxburghshire, Scotland.
    Gilbert John Eliot, fourth Earl of Minto, was
    Governor-General of Canada, 1898-1904.",Ontario,Scottish
690,690,Miramichi,"Miramichi: river in New Brunswick. Origin of the word is somewhat uncertain. Some
    think it is a corruption of the Indian term megumagee,
    “the land of the Micmacs”; others suppose the word
    Miramichi to be Micmac for “happy retreat”. See Restigouche.",New Brunswick,Indigenous
691,691,Missisquoi,"Missisquoi: county in southern Quebec. The name is Indian and generally translated “much
    water-fowl”. Early settlers related dense flocks of fowl
    used to frequent the waters of this district.",Quebec,Indigenous
692,692,Mississauga,"Mississauga: river in Algoma district, Ontario,
    emptying into Lake Huron. From this river all the Indians inhabiting the north
    side of Lake Huron were called Mississaugas. They were
    of the Algonquin race and speech. Bands of them came
    south and were found in Simcoe’s time (1792-’96),
    encamped along the shore of Lake Ontario. The name is
    descriptive of the mouth of the river, michi or missi,
    meaning “much or many”, and saki or saga, “outlet”, a
    river having several outlets.",Ontario,Indigenous
693,693,Mistassini,"Mistassini: river emptying in Lake St. John, and also
    a lake, both in northern Quebec. The word is Montagnais Indian, meaning “great
    rock”.",Quebec,Indigenous
694,694,Mitchell,"Mitchell: town on the Thames River in Perth county,
    Ontario. It was founded in 1837. William Hicks and his son
    John, erected the first building within the confines of the
    present town in that year. It was incorporated as a
    village in 1857 and as a town in 1874. [195] The place took its name from a coloured settler, named
    Mitchell, who lived on the banks of the Thames at this
    point. Information received from W. W. Hicks, postmaster.",Ontario,English
695,695,Monaghan,"Monaghan: south, township in Northumberland
    county, and Monaghan north, a township in Peterborough
    county, Ontario, both organized in 1820. They are named after the county of Monaghan, Free
    State, Ireland.",Ontario,Irish
696,696,Monck,"Monck: township in Muskoka district, Ontario,
    erected in 1864. It was named in honour of Charles Stanley, fourth
    Viscount Monck, 1809-’94, Governor-General of Canada,
    1861-’68. He took a deep interest in all matters pertaining
    to the progress of the Dominion.",Ontario,English
697,697,Monckton,"Monckton: thriving city and an important railway
    centre of New Brunswick. It is also the name of the
    adjoining parish and township. They commemorated Lieut.-Gen. the Hon. Robert
    Monckton who was General Wolfe’s first Brigadier before
    Quebec in 1759, Townshend and Murray being second and
    third respectively. Monckton was wounded in the battle
    of the Plains of Abraham but lived until 1782. The township
    name was spelled Monckton until 1786 when the
    New Brunswick law establishing parishes called it
    Moncton, presumably by clerical error. The city took its
    name and the spelling of it from the township. Monckton City Council has decided recently (1930)
    that henceforth the city name shall be Monckton, in the
    interest of accuracy and correct spelling.",New Brunswick,English
698,698,Monmouth,"Monmouth: township in Haliburton county (provisional),
    Ontario, formed in 1862. [196] It took its name from the county of Monmouth on the
    border between England and Wales.",Ontario,English
699,699,Mono,"Mono: township in Dufferin county, Ontario, instituted
    in 1821. The origin of its name is uncertain. The word mono is the Spanish word for monkey and since Sir Peregrine
    Maitland, who had served in Spain, was Lieutenant-Governor
    of Upper Canada at the time, it may have been
    given by him. Some writers think it may have been
    derived from an Indian word, Monon, a squaw concerning
    whom Henry R. Schoolcraft wrote an interesting sketch.",Ontario,Unknown
700,700,Montague,"Montague: township in Lanark county, Ontario,
    erected in 1798. It took its name from Admiral Sir George Montague,
    1750-1829. He rendered conspicuous naval service during
    the War of American Independence.",Ontario,English
701,701,Montcalm,"Montcalm: county in Quebec. It was named in honour of the distinguished French
    general who lost his life defending Quebec, dying from his
    wounds the morning after the battle of the Plains of
    Abraham, September 13, 1759.",Quebec,French
702,702,Monteagle,"Monteagle: township in Hastings county, Ontario,
    formed in 1857. It was named after the Right Hon. Thomas Spring-Rice,
    Lord Monteagle, 1790-1866. He entered parliament
    in 1820, and rose to be Secretary for the Colonies and
    Chancellor of the Exchequer.",Ontario,English
703,703,Monteith,"Monteith: township in Parry Sound district, Ontario,
    erected in 1870. It was named in honour of Andrew Monteith, M.P.P.
    for North Perth, 1867-’74. [197]",Ontario,Scottish
704,704,Montmorency,"Montmorency: county in Quebec. It is also the name
    of a small river, in the county, which rises in Snow Lake
    and flows south into the St. Lawrence. There is a series
    of famous falls on the Montmorency River, remarkable
    for their picturesque scenery. It was on the east bank of
    this river that Wolfe’s forces under Townshend received
    their first repulse in a flank movement on Montcalm’s
    Beauport lines, July 8th, 1759. The name was first applied to the Falls by Champlain
    on a map in 1613 in honour of his friend, Chevalier de
    Montmorency, Admiral of France.",Quebec,French
705,705,Montreal,"Montreal: the largest and in many respects the most
    important city in Canada, situated on the island of
    Montreal in the province of Quebec. The site of the city
    was occupied originally by the Algonquin village of
    Hochelaga. In 1642, the French founded the present city
    under the name of Ville-Marie, de Maisonneuve being in
    command of the party of colonists. A prominent elevation near the city had been named
    Mont Réal (“Mount Royal”) by the French. Since the
    English captured the town in 1760 it has been known as
    Montreal, (Mont Réal). Montreal River, named after the metropolis, in
    Algoma, Ontario, emptying into Lake Superior, possesses
    much potential electric power.",Quebec,French
706,706,Moore,"Moore: township in Lambton county, Ontario, formed
    in 1834. It was named in honour of Sir John Moore, 1761-1809,
    a British military leader of distinction. He fell in battle
    at Corunna, Spain. Rev. Charles Wolfe has commemorated
    the event in his single celebrated poem, “The Burial
    of Sir John Moore”. [198]",Ontario,English
707,707,Moose Jaw,"Moose Jaw: city in Saskatchewan. The first settlers
    arrived in 1882. It took its name from Moose Jaw Creek, so named on
    Captain Palliser’s map of 1859. The origin of the name is
    obscure. Some derive it from an Indian word meaning
    “the place where the white man mended the cart wheel
    with the jaw bone of the moose”.",Saskatchewan,Indigenous
708,708,Morden,"Morden: town in southern Manitoba, on the Pembina
    branch of the Canadian Pacific Railway. This enterprising
    town is in the heart of one of the best farming
    districts of Western Canada. It took its name from Alvey Morden, its first settler,
    who located here in 1875. The Morden family are of
    U.E. Loyalist descent. After the Revolution of the
    American States, their ancestors removed to Canada,
    settling in the Bay of Quinte district, Ontario.",Manitoba,English
709,709,Mornington,"Mornington: township in Perth county, Ontario,
    erected in 1845. It was named in honour of Richard Wellesley, second
    Earl of Mornington, and eldest brother of the Duke of
    Wellington. The title is taken from the village of
    Mornington in the county of Meath, Free State, Ireland.",Ontario,Irish
710,710,Morpeth,"Morpeth: pleasant village in Kent county, Ontario,
    situated near Lake Erie and four miles from Ridgetown. In the rectory of Trinity Church in this village was
    born Canada’s greatest poet, Archibald Lampman, (1861-1899).
    His work is pre-eminent for beauty and truth.
    He was a true poet, one who wrote because he must. The village is named after Lord Morpeth, a one-time
    guest of Colonel Thomas Talbot. (See St. Thomas). The
    title Morpeth is taken from the town and municipality of
    Morpeth in Northumberland county, England. [199] The name morpeth is derived from old English morth (murth) and peth (path) meaning “murder-road”.",Ontario,English
711,711,Morris,"Morris: township in Huron county, Ontario, formed
    in 1850. It took its name from the Hon. William Morris of
    Perth, 1786-1858. He was a veteran of the War of 1812-’14.
    In 1820 Mr. Morris was elected to Parliament for
    Lanark county, representing it continuously till 1836,
    when he was called to the Legislative Council. He was
    made Receiver-General in 1844 and President of the
    Executive Council in 1846, discharging all his duties with
    ability and probity.",Ontario,English
712,712,Morrisburg,"Morrisburg: charming village situated on the St.
    Lawrence River, Dundas county, Ontario. It was incorporated
    as a village by by-law of the county council,
    October 17th, 1860. Morrisburg was named in honour of the Hon. James
    Morris, who was Postmaster-General in the Hincks-Morin
    government formed in 1851.",Ontario,English
713,713,Morrison,"Morrison: township in Muskoka district, Ontario,
    organized in 1860. It is generally thought to have been named after
    Angus Morrison, M.P. for North Simcoe, 1854-’63, who
    pressed upon the Government the desirability of opening
    up Muskoka district for settlement. He was Mayor of
    Toronto, 1876-’78. Hon. J. C. Morrison, a brother of
    Angus, was Solicitor-General for Canada when this township
    was surveyed and some think it may have been
    named after him.",Ontario,Scottish
714,714,Mosa,"Mosa: township in Middlesex county, Ontario, organized
    in 1821. This is the Latin and Spanish name for the Meuse, and
    was, doubtless, given by Lieutenant-Governor Sir[200] Peregrine Maitland. This river takes its rise in the
    Cote D’Or Mountains of France and passes through the
    Netherlands under the name Maas, emptying into the
    North Sea by several mouths.",Ontario,Other European
715,715,Moulton,"Moulton: township in Haldimand county, Ontario,
    erected in 1825. It took its name from the residence of the Boulton
    family in Lincolnshire, England. Henry J. Boulton was a
    member of the legal profession and rose to be Attorney-General
    in 1829. He was prominent in political affairs in
    Canada during most of the first half of the nineteenth
    century.",Ontario,English
716,716,Mountain,"Mountain: township in Dundas county, Ontario,
    formed in 1798. It was named in honour of Right Rev. Jacob Mountain,
    D.D., first Protestant Bishop of Quebec, 1750-1825. The
    family was originally French Protestant and the name
    Montaigne. Dr. Mountain was educated at Caius College,
    Cambridge, England. He was in many respects the
    founder of the Anglican Church in Canada.",Ontario,English
717,717,Mowat,"Mowat: township in Parry Sound district, Ontario,
    erected in 1879. It was named in honour of Hon. Sir Oliver Mowat,
    Premier of Ontario from 1872 to 1896, the longest term
    of office in the British Dominions. He was appointed
    Lieutenant-Governor of Ontario in 1898 and died before
    the expiration of his term.",Ontario,English
718,718,Mulmur,"Mulmur: village and township in Dufferin county,
    Ontario, organized in 1822. The origin of the name is uncertain. Mull and Mullmull
    are peculiar to Scotland. It is probably the corruption
    of an Indian name whose story has been forgotten. [201]",Ontario,Unknown
719,719,Murchison,"Murchison: township in Nipissing district, Ontario,
    organized in 1872. It was named in honour of Sir Roderick Impey
    Murchison, a British geologist, 1792-1871. In 1855 he
    was appointed Director-General of the Geological Survey
    of the British Isles.",Ontario,Scottish
720,720,Murray,"Murray: township, Northumberland county, Ontario,
    was surveyed in 1792. It was named in honour of Brigadier-General James
    Murray who served under General Wolfe in the taking of
    Louisbourg in 1758 and Quebec in 1759. After the
    capture he was appointed Governor of Quebec city, and in
    1763 Captain-General and Governor of the province of
    Quebec. Murray discharged his onerous duties with
    ability and singleness of purpose.",Ontario,Scottish
